,bookId,Genre,NumberOfPeople
1485,1852,other,0
1486,1869,school,411
1487,1869,history,81
1489,1869,culture,71
1490,1869,biography,555
1491,1869,contemporary,30
1492,1869,adult,115
1493,1869,sociology,591
1494,1869,science,29
1495,1869,politics,625
1496,1869,non-fiction,6405
1497,1887,novel,1
1498,1887,romance,8
1499,1887,school,7
1500,1887,biography,5
1502,1887,essays,1
1503,1887,comedy,1
1504,1887,classics,9
1505,1887,fiction,3
1506,1887,history,8
1507,1887,non-fiction,131
1508,1887,literature,3
1509,1888,adult,1981
1511,1888,novel,2306
1512,1888,literature,3191
1513,1888,history,7704
1514,1888,fiction,15647
1515,1888,drama,429
1516,1888,romance,13200
1517,1888,school,2374
1518,1888,classics,63806
1519,1894,biography,157
1521,1894,sociology,76
1522,1894,religion,1398
1523,1894,mystery,389
1524,1894,politics,42
1525,1894,philosophy,33
1526,1894,non-fiction,6772
1527,1894,adult,81
1528,1894,fiction,49
1529,1894,culture,34
1530,1894,history,1333
1531,1898,non-fiction,10190
1532,1898,school,128
1534,1898,adult,155
1535,1898,adventure,1485
1536,1898,culture,978
1537,1898,classics,51
1538,1898,fiction,98
1539,1898,history,767
1540,1898,mystery,65
1541,1898,biography,3304
1542,1898,nature,259
1543,1902,adventure,53
1544,1902,biography,48
1545,1902,novel,1
1546,1902,fiction,1
1547,1902,history,67
1548,1902,non-fiction,151
1549,1902,culture,27
1551,1931,fiction,8
1552,1931,children,9
1554,1931,adventure,1
1555,1931,school,2
1556,1931,nature,1
1557,1931,young-adult,15
1558,1934,other,0
1559,1936,young-adult,4183
1560,1936,romance,1744
1561,1936,novel,965
1562,1936,literature,1297
1563,1936,fiction,9107
1564,1936,family,395
1565,1936,classics,36752
1566,1936,children,3799
1567,1936,adult,479
1568,1936,history,4709
1570,1936,drama,284
1571,1972,history,87
1572,1972,non-fiction,223
1573,1972,novel,4
1574,1972,politics,6
1576,1972,mystery,17
1577,1972,biography,15
1578,1972,fiction,15
1579,1982,fiction,30
1580,1982,classics,94
1581,1982,history,5
1582,1982,short-stories,4
1583,1982,school,2
1585,1982,literature,9
1586,1984,classics,6048
1587,1984,fiction,2001
1588,1984,history,385
1589,1984,mystery,157
1590,1984,novel,291
1591,1984,romance,52
1593,1984,adult,82
1594,1984,literature,571
1595,1987,non-fiction,912
1596,1987,school,96
1597,1987,sociology,6
1598,1987,essays,23
1600,1987,literature,16
1601,1987,culture,6
1602,1987,history,635
1603,1988,non-fiction,46
1604,1988,history,6
1605,1988,literature,1
1606,1988,biography,70
1607,1988,adult,3
1609,1988,classics,7
1610,1991,nature,5
1611,1991,school,7
1612,1991,adult,3
1613,1991,culture,3
1614,1991,essays,3
1615,1991,history,37
1616,1991,non-fiction,426
1617,1991,science,397
1618,1991,sociology,21
1619,1991,philosophy,3
1621,1991,romance,13
1622,1993,sociology,57
1623,1993,culture,13
1624,1993,essays,9
1625,1993,history,379
1626,1993,nature,35
1627,1993,non-fiction,1146
1628,1993,philosophy,15
1629,1993,science,1370
1631,1993,school,7
1632,2002,school,7
1633,2002,short-stories,6
1634,2002,young-adult,116
1635,2002,children,123
1636,2002,science-fiction,17
1637,2002,novel,10
1639,2002,adventure,3
1640,2002,science,3
1641,2002,comedy,4
1642,2002,fiction,84
1643,2002,horror,6
1644,2002,fantasy,313
1646,2010,mystery,4
1647,2010,novel,5
1648,2010,fiction,37
1649,2010,science-fiction,299
1650,2010,fantasy,12
1651,2010,horror,2
1652,2010,science,6
1653,2011,politics,3
1654,2011,science-fiction,725
1655,2011,science,10
1656,2011,fiction,104
1658,2011,mystery,2
1659,2011,fantasy,24
1660,2011,novel,9
1661,2015,science-fiction,230
1662,2015,science,2
1663,2015,novel,4
1664,2015,literature,2
1665,2015,fantasy,2
1666,2015,classics,3
1667,2015,fiction,40
1669,2045,short-stories,5
1670,2045,literature,5
1671,2045,fiction,30
1672,2045,essays,5
1674,2045,mystery,65
1675,2045,novel,6
1676,2045,classics,6
1677,2049,literature,24
1678,2049,mystery,1153
1679,2049,fiction,353
1681,2049,novel,63
1682,2049,adult,6
1683,2049,classics,108
1684,2051,literature,7
1685,2051,non-fiction,31
1686,2051,classics,21
1687,2051,essays,32
1688,2051,fiction,126
1689,2051,mystery,319
1691,2051,school,5
1692,2051,politics,3
1693,2051,novel,5
1694,2051,short-stories,78
1695,2052,school,76
1697,2052,adult,105
1698,2052,classics,1561
1699,2052,fiction,2272
1700,2052,history,43
1701,2052,literature,151
1702,2052,mystery,5778
1703,2052,novel,351
1704,2054,classics,320
1705,2054,novel,132
1706,2054,mystery,1970
1707,2054,literature,50
1708,2054,adult,15
1709,2054,fiction,800
1711,2068,science,744
1712,2068,sociology,4
1713,2068,philosophy,521
1714,2068,non-fiction,493
1715,2068,nature,14
1716,2068,history,73
1718,2068,religion,33
1719,2074,science,94
1720,2074,religion,2
1721,2074,philosophy,178
1723,2074,non-fiction,91
1724,2078,philosophy,142
1725,2078,science,16
1726,2078,non-fiction,38
1728,2081,science-fiction,7
1729,2081,science,164
1730,2081,short-stories,15
1731,2081,self-help,5
1733,2081,non-fiction,255
1734,2081,school,4
1735,2081,fantasy,4
1736,2081,essays,21
1737,2081,philosophy,474
1738,2081,fiction,12
1739,2093,science,156
1740,2093,school,11
1742,2093,classics,7
1743,2093,non-fiction,142
1744,2093,history,19
1745,2093,philosophy,6
1747,2095,science-fiction,12
1748,2095,science,2010
1749,2095,philosophy,48
1750,2095,non-fiction,1308
1751,2095,history,28
1752,2095,school,33
1754,2099,biography,2
1755,2099,history,2
1756,2099,nature,2
1757,2099,non-fiction,34
1758,2099,school,3
1759,2099,science,82
1760,2102,classics,1
1761,2102,nature,3
1762,2102,non-fiction,40
1763,2102,novel,1
1765,2102,science,51
1766,2102,biography,19
1767,2102,adult,1
1768,2102,school,4
1769,2102,philosophy,1
1770,2103,philosophy,6
1772,2103,science,124
1773,2103,non-fiction,41
1774,2103,school,5
1775,2104,non-fiction,333
1777,2104,science-fiction,175
1778,2104,school,18
1779,2104,fantasy,3
1780,2104,fiction,12
1781,2104,history,6
1782,2104,science,414
1783,2109,poetry,2
1784,2109,school,15
1785,2109,science,86
1786,2109,history,7
1788,2109,essays,4
1789,2109,philosophy,7
1790,2109,non-fiction,35
1791,2109,short-stories,3
1792,2112,philosophy,18
1793,2112,school,13
1794,2112,essays,67
1796,2112,fiction,1
1797,2112,history,1
1798,2112,art,1
1799,2112,non-fiction,46
1800,2112,novel,1
1801,2112,literature,5
1802,2122,romance,61
1803,2122,adult,197
1804,2122,classics,4021
1805,2122,contemporary,62
1806,2122,fiction,5012
1807,2122,history,44
1808,2122,novel,541
1809,2122,philosophy,1699
1810,2122,drama,51
1811,2122,non-fiction,48
1812,2122,school,108
1814,2122,science-fiction,60
1815,2122,literature,745
1816,2122,politics,313
1818,2137,adult,34
1819,2137,contemporary,121
1820,2137,drama,16
1821,2137,family,15
1822,2137,fiction,498
1823,2137,lgbt,314
1824,2137,literature,75
1825,2137,novel,64
1826,2137,romance,63
1827,2137,young-adult,20
1828,2153,other,0
1829,2176,novel,106
1830,2176,non-fiction,18
1831,2176,literature,149
1832,2176,history,39
1833,2176,biography,42
1834,2176,contemporary,88
1835,2176,comedy,9
1836,2176,classics,16
1838,2176,fiction,479
1839,2176,school,8
1840,2179,history,42
1842,2179,romance,49
1843,2179,novel,154
1844,2179,literature,148
1845,2179,contemporary,38
1846,2179,fiction,494
1847,2179,classics,853
1848,2187,drama,127
1849,2187,fiction,8054
1850,2187,adult,669
1851,2187,classics,464
1852,2187,contemporary,1558
1853,2187,family,159
1854,2187,novel,768
1855,2187,literature,1197
1856,2187,young-adult,297
1858,2187,lgbt,1306
1859,2187,history,1795
1860,2203,other,0
1861,2218,non-fiction,17
1862,2218,adult,2
1863,2218,school,10
1864,2218,comedy,1
1865,2218,science,1
1866,2218,self-help,2
1868,2222,self-help,197
1869,2222,school,19
1871,2222,adult,4
1872,2222,non-fiction,150
1873,2222,philosophy,5
1874,2222,romance,4
1875,2226,self-help,117
1876,2226,classics,33
1877,2226,culture,6
1878,2226,science,43
1879,2226,essays,4
1880,2226,family,5
1881,2226,non-fiction,640
1882,2226,philosophy,99
1883,2226,religion,22
1884,2226,school,9
1885,2226,sociology,19
1887,2249,non-fiction,5275
1888,2249,philosophy,236
1889,2249,school,230
1890,2249,self-help,7279
1891,2249,classics,94
1893,2249,romance,61
1895,2253,non-fiction,27
1896,2253,self-help,25
1897,2265,self-help,11
1898,2265,adventure,9
1899,2265,adult,9
1901,2265,fiction,20
1902,2265,non-fiction,584
1903,2265,biography,929
1905,2279,biography,1203
1906,2279,history,799
1907,2279,non-fiction,662
1908,2279,politics,158
1910,2282,drama,78
1911,2282,novel,375
1912,2282,romance,372
1913,2282,history,75
1914,2282,fiction,3640
1915,2282,adult,274
1916,2282,contemporary,194
1917,2282,classics,6310
1918,2282,short-stories,1119
1919,2282,literature,616
1920,2285,fiction,15
1922,2285,mystery,90
1923,2287,classics,248
1924,2287,fiction,436
1925,2287,lgbt,92
1926,2287,young-adult,25
1927,2287,short-stories,26
1928,2287,school,6
1929,2287,novel,54
1930,2287,literature,114
1931,2287,history,9
1932,2287,adult,19
1933,2287,family,6
1934,2287,biography,6
1936,2287,contemporary,9
1937,2296,non-fiction,290
1938,2296,culture,7
1939,2296,history,5
1941,2296,nature,4
1942,2296,philosophy,26
1943,2296,school,7
1944,2296,science,255
1945,2296,sociology,16
1946,2299,history,2
1947,2299,science,7
1949,2299,biography,126
1950,2299,classics,2
1951,2299,non-fiction,123
1952,2299,family,2
1953,2299,school,8
1954,2305,literature,17
1955,2305,mystery,31
1957,2305,adult,7
1958,2305,fiction,135
1959,2305,history,7
1960,2305,fantasy,21
1961,2305,short-stories,288
1962,2305,horror,234
1963,2305,classics,197
1965,2327,short-stories,4
1966,2327,school,21
1967,2327,religion,4
1968,2327,non-fiction,381
1969,2327,literature,14
1970,2327,adult,3
1971,2327,biography,231
1972,2327,classics,16
1973,2327,essays,21
1974,2327,fantasy,124
1975,2327,science-fiction,20
1976,2327,fiction,13
1977,2327,history,44
1978,2330,non-fiction,128
1979,2330,fiction,24
1980,2330,school,69
1981,2330,literature,6
1982,2330,young-adult,2
1984,2330,science-fiction,22
1985,2330,essays,5
1986,2330,classics,2
1987,2330,fantasy,178
1988,2333,science-fiction,33
1990,2333,young-adult,7
1991,2333,short-stories,55
1992,2333,fantasy,764
1993,2333,fiction,149
1994,2333,novel,14
1995,2333,children,103
1996,2333,adventure,28
1997,2333,classics,98
1998,2333,comedy,30
1999,2333,literature,10
2000,2338,adult,2
2001,2338,novel,6
2002,2338,literature,2
2003,2338,drama,3
2005,2338,fiction,73
2006,2338,history,41
2007,2338,non-fiction,2
2008,2338,contemporary,7
2009,2367,politics,3
2010,2367,art,2
2011,2367,adult,3
2013,2367,short-stories,5
2014,2367,science,4
2015,2367,non-fiction,245
2016,2367,history,366
2017,2367,school,3
2018,2367,essays,22
2019,2367,adventure,4
2020,2367,biography,168
2021,2368,school,6
2022,2368,politics,73
2023,2368,adult,9
2024,2368,biography,1124
2025,2368,history,854
2027,2368,non-fiction,651
2028,2370,fiction,29
2029,2370,non-fiction,3007
2030,2370,politics,441
2031,2370,adult,29
2032,2370,biography,4658
2034,2370,history,4553
2035,2373,mystery,4765
2036,2373,tragedy,59
2038,2373,contemporary,57
2039,2373,drama,186
2040,2373,fiction,839
2041,2373,horror,82
2042,2373,novel,79
2043,2373,adult,107
2044,2430,horror,3
2046,2430,adventure,6
2047,2430,mystery,154
2048,2430,fiction,57
2049,2430,novel,4
2050,2430,contemporary,5
2051,2442,children,148
2052,2442,fiction,943
2053,2442,fantasy,5289
2055,2442,comedy,1867
2056,2442,young-adult,118
2057,2442,adult,51
2058,2442,adventure,96
2059,2442,horror,33
2060,2442,science-fiction,694
2061,2442,novel,94
2062,2443,fiction,192
2063,2443,literature,76
2064,2443,classics,584
2065,2443,adventure,33
2066,2443,biography,134
2067,2443,comedy,255
2068,2443,culture,480
2069,2443,religion,7
2070,2443,novel,7
2071,2443,non-fiction,379
2072,2443,history,101
2074,2501,adult,289
2075,2501,adventure,433
2076,2501,classics,11349
2077,2501,fantasy,1113
2078,2501,fiction,4311
2079,2501,history,141
2081,2501,literature,473
2082,2501,school,250
2083,2501,science,120
2084,2501,science-fiction,15026
2085,2501,novel,553
2086,2526,mystery,77
2087,2526,fiction,4035
2088,2526,science-fiction,1517
2089,2526,philosophy,61
2090,2526,novel,879
2091,2526,literature,725
2092,2526,horror,327
2093,2526,fantasy,232
2094,2526,drama,69
2095,2526,adult,210
2096,2526,classics,642
2098,2526,contemporary,342
2099,2527,other,0
2100,2528,classics,17
2102,2528,fantasy,40
2103,2528,romance,23
2104,2528,contemporary,40
2105,2528,novel,115
2106,2528,mystery,7
2107,2528,fiction,441
2108,2528,literature,119
2109,2528,philosophy,6
2110,2529,contemporary,5
2112,2529,adult,4
2113,2529,classics,16
2114,2529,novel,23
2115,2529,fantasy,46
2116,2529,short-stories,112
2117,2529,philosophy,15
2118,2529,romance,7
2119,2529,fiction,172
2120,2529,literature,51
2121,2530,literature,78
2122,2530,school,52
2123,2530,fiction,294
2124,2530,history,229
2125,2530,contemporary,15
2126,2530,romance,79
2128,2530,fantasy,40
2129,2530,novel,63
2130,2530,classics,176
2131,2530,religion,11
2132,2531,other,0
2134,2535,science-fiction,6
2135,2535,adventure,5
2136,2535,contemporary,18
2137,2535,fantasy,76
2138,2535,fiction,188
2139,2535,classics,6
2140,2535,novel,52
2141,2535,philosophy,4
2142,2535,romance,20
2143,2535,literature,59
2144,2541,classics,21
2145,2541,romance,10
2146,2541,philosophy,20
2147,2541,novel,77
2148,2541,literature,89
2149,2541,fantasy,11
2150,2541,contemporary,25
2151,2541,science-fiction,20
2153,2541,fiction,344
2154,2542,romance,21
2156,2542,history,117
2157,2542,literature,50
2158,2542,fantasy,5
2159,2542,contemporary,5
2160,2542,classics,15
2161,2542,fiction,196
2162,2542,novel,46
2163,2545,philosophy,48
2164,2545,self-help,7
2165,2545,short-stories,8
2166,2545,non-fiction,17
2167,2545,biography,1
2168,2545,essays,2
2169,2545,history,2
2170,2545,literature,16
2171,2545,fiction,17
2172,2545,novel,2
2173,2545,poetry,92
2174,2545,religion,16
2175,2545,school,3
2177,2545,classics,24
2178,2549,self-help,5
2179,2549,novel,2
2180,2549,philosophy,38
2181,2549,religion,3
2182,2549,short-stories,11
2183,2549,poetry,116
2185,2549,essays,2
2186,2549,non-fiction,10
2187,2549,literature,22
2188,2549,classics,27
2189,2549,fiction,32
2190,2552,other,0
2192,2567,young-adult,2
2193,2567,school,7
2194,2567,poetry,2
2195,2567,non-fiction,94
2196,2567,literature,11
2197,2567,history,8
2198,2567,fiction,28
2199,2567,classics,6
2200,2567,biography,111
2201,2567,novel,2
2202,2612,culture,142
2204,2612,history,107
2205,2612,non-fiction,11628
2206,2612,philosophy,292
2207,2612,self-help,1198
2208,2612,essays,61
2209,2612,science,748
2210,2612,sociology,844
2211,2612,adult,136
2212,2612,politics,62
2213,2612,school,138
2215,2613,bussiness,2
2216,2613,self-help,8
2217,2613,non-fiction,70
2218,2619,other,0
2219,2654,mystery,403
2220,2654,novel,2837
2221,2654,literature,4367
2222,2654,adult,1708
2223,2654,history,9496
2224,2654,classics,56625
2225,2654,children,510
2226,2654,contemporary,379
2227,2654,young-adult,5001
2228,2654,school,9700
2229,2654,fiction,24758
2230,2654,drama,723
2233,2677,short-stories,35
2234,2677,school,53
2235,2677,non-fiction,82
2236,2677,poetry,4
2237,2677,adult,13
2238,2677,classics,480
2239,2677,essays,64
2240,2677,comedy,178
2241,2677,literature,55
2242,2677,history,28
2243,2677,fiction,144
2244,2677,politics,42
2245,2677,philosophy,39
2246,2696,other,0
2247,2698,other,0
2248,2702,poetry,49
2249,2702,school,26
2250,2702,short-stories,10
2252,2702,adult,2
2253,2702,comedy,2
2254,2702,fantasy,2
2255,2702,fiction,37
2256,2702,literature,15
2257,2702,history,12
2258,2702,classics,119
2259,2711,history,28
2260,2711,fantasy,3
2262,2711,short-stories,25
2263,2711,romance,3
2264,2711,non-fiction,10
2265,2711,poetry,185
2266,2711,fiction,64
2267,2711,classics,198
2268,2711,comedy,8
2269,2711,school,61
2270,2711,literature,63
2271,2711,philosophy,2
2272,2715,history,2885
2274,2715,adult,28
2275,2715,school,16
2276,2715,politics,19
2277,2715,non-fiction,3541
2278,2715,culture,39
2279,2715,science,344
2280,2715,nature,21
2281,2718,children,98
2282,2718,school,3
2283,2718,fiction,2
2284,2718,history,11
2285,2718,family,12
2286,2718,biography,82
2288,2718,non-fiction,27
2289,2719,lgbt,75
2290,2719,novel,23
2291,2719,adult,4
2292,2719,contemporary,16
2293,2719,fiction,251
2294,2719,culture,7
2296,2719,literature,34
2297,2719,non-fiction,10
2298,2719,history,183
2299,2719,school,22
2300,2723,science,17
2301,2723,adult,10
2302,2723,fantasy,241
2303,2723,fiction,583
2304,2723,history,429
2305,2723,literature,10
2306,2723,novel,34
2307,2723,philosophy,13
2308,2723,religion,32
2309,2723,science-fiction,1060
2311,2725,art,111
2312,2725,culture,15
2313,2725,poetry,6
2315,2725,sociology,9
2316,2725,school,39
2317,2725,politics,22
2318,2725,philosophy,564
2319,2725,non-fiction,367
2320,2725,essays,288
2321,2725,literature,33
2322,2725,history,47
2323,2725,classics,17
2324,2735,school,78
2325,2735,drama,58
2326,2735,fiction,2783
2327,2735,history,1714
2328,2735,literature,376
2329,2735,mystery,727
2330,2735,novel,254
2331,2735,romance,154
2332,2735,contemporary,266
2334,2735,adult,221
2335,2735,classics,182
2336,2743,novel,31
2337,2743,biography,1088
2338,2743,adult,57
2339,2743,children,26
2340,2743,contemporary,10
2342,2743,drama,16
2343,2743,family,17
2344,2743,fiction,43
2345,2743,non-fiction,1097
2346,2743,school,20
2347,2743,self-help,17
2348,2743,sociology,11
2349,2743,young-adult,49
2350,2745,children,10
2352,2745,culture,3
2353,2745,family,6
2354,2745,non-fiction,114
2355,2745,romance,2
2356,2745,science,3
2357,2745,self-help,16
